chain,draw,step_size
0,0,0.002485180883825769
0,1,0.002485180883825769
0,2,0.002485180883825769
0,3,0.002485180883825769
0,4,0.002485180883825769
0,5,0.002485180883825769
0,6,0.002485180883825769
0,7,0.002485180883825769
0,8,0.002485180883825769
0,9,0.002485180883825769
0,10,0.002485180883825769
0,11,0.002485180883825769
0,12,0.002485180883825769
0,13,0.002485180883825769
0,14,0.002485180883825769
0,15,0.002485180883825769
0,16,0.002485180883825769
0,17,0.002485180883825769
0,18,0.002485180883825769
0,19,0.002485180883825769
0,20,0.002485180883825769
0,21,0.002485180883825769
0,22,0.002485180883825769
0,23,0.002485180883825769
0,24,0.002485180883825769
0,25,0.002485180883825769
0,26,0.002485180883825769
0,27,0.002485180883825769
0,28,0.002485180883825769
0,29,0.002485180883825769
0,30,0.002485180883825769
0,31,0.002485180883825769
0,32,0.002485180883825769
0,33,0.002485180883825769
0,34,0.002485180883825769
0,35,0.002485180883825769
0,36,0.002485180883825769
0,37,0.002485180883825769
0,38,0.002485180883825769
0,39,0.002485180883825769
0,40,0.002485180883825769
0,41,0.002485180883825769
0,42,0.002485180883825769
0,43,0.002485180883825769
0,44,0.002485180883825769
0,45,0.002485180883825769
0,46,0.002485180883825769
0,47,0.002485180883825769
0,48,0.002485180883825769
0,49,0.002485180883825769
0,50,0.002485180883825769
0,51,0.002485180883825769
0,52,0.002485180883825769
0,53,0.002485180883825769
0,54,0.002485180883825769
0,55,0.002485180883825769
0,56,0.002485180883825769
0,57,0.002485180883825769
0,58,0.002485180883825769
0,59,0.002485180883825769
0,60,0.002485180883825769
0,61,0.002485180883825769
0,62,0.002485180883825769
0,63,0.002485180883825769
0,64,0.002485180883825769
0,65,0.002485180883825769
0,66,0.002485180883825769
0,67,0.002485180883825769
0,68,0.002485180883825769
0,69,0.002485180883825769
0,70,0.002485180883825769
0,71,0.002485180883825769
0,72,0.002485180883825769
0,73,0.002485180883825769
0,74,0.002485180883825769
0,75,0.002485180883825769
0,76,0.002485180883825769
0,77,0.002485180883825769
0,78,0.002485180883825769
0,79,0.002485180883825769
0,80,0.002485180883825769
0,81,0.002485180883825769
0,82,0.002485180883825769
0,83,0.002485180883825769
0,84,0.002485180883825769
0,85,0.002485180883825769
0,86,0.002485180883825769
0,87,0.002485180883825769
0,88,0.002485180883825769
0,89,0.002485180883825769
0,90,0.002485180883825769
0,91,0.002485180883825769
0,92,0.002485180883825769
0,93,0.002485180883825769
0,94,0.002485180883825769
0,95,0.002485180883825769
0,96,0.002485180883825769
0,97,0.002485180883825769
0,98,0.002485180883825769
0,99,0.002485180883825769
0,100,0.002485180883825769
0,101,0.002485180883825769
0,102,0.002485180883825769
0,103,0.002485180883825769
0,104,0.002485180883825769
0,105,0.002485180883825769
0,106,0.002485180883825769
0,107,0.002485180883825769
0,108,0.002485180883825769
0,109,0.002485180883825769
0,110,0.002485180883825769
0,111,0.002485180883825769
0,112,0.002485180883825769
0,113,0.002485180883825769
0,114,0.002485180883825769
0,115,0.002485180883825769
0,116,0.002485180883825769
0,117,0.002485180883825769
0,118,0.002485180883825769
0,119,0.002485180883825769
0,120,0.002485180883825769
0,121,0.002485180883825769
0,122,0.002485180883825769
0,123,0.002485180883825769
0,124,0.002485180883825769
0,125,0.002485180883825769
0,126,0.002485180883825769
0,127,0.002485180883825769
0,128,0.002485180883825769
0,129,0.002485180883825769
0,130,0.002485180883825769
0,131,0.002485180883825769
0,132,0.002485180883825769
0,133,0.002485180883825769
0,134,0.002485180883825769
0,135,0.002485180883825769
0,136,0.002485180883825769
0,137,0.002485180883825769
0,138,0.002485180883825769
0,139,0.002485180883825769
0,140,0.002485180883825769
0,141,0.002485180883825769
0,142,0.002485180883825769
0,143,0.002485180883825769
0,144,0.002485180883825769
0,145,0.002485180883825769
0,146,0.002485180883825769
0,147,0.002485180883825769
0,148,0.002485180883825769
0,149,0.002485180883825769
0,150,0.002485180883825769
0,151,0.002485180883825769
0,152,0.002485180883825769
0,153,0.002485180883825769
0,154,0.002485180883825769
0,155,0.002485180883825769
0,156,0.002485180883825769
0,157,0.002485180883825769
0,158,0.002485180883825769
0,159,0.002485180883825769
0,160,0.002485180883825769
0,161,0.002485180883825769
0,162,0.002485180883825769
0,163,0.002485180883825769
0,164,0.002485180883825769
0,165,0.002485180883825769
0,166,0.002485180883825769
0,167,0.002485180883825769
0,168,0.002485180883825769
0,169,0.002485180883825769
0,170,0.002485180883825769
0,171,0.002485180883825769
0,172,0.002485180883825769
0,173,0.002485180883825769
0,174,0.002485180883825769
0,175,0.002485180883825769
0,176,0.002485180883825769
0,177,0.002485180883825769
0,178,0.002485180883825769
0,179,0.002485180883825769
0,180,0.002485180883825769
0,181,0.002485180883825769
0,182,0.002485180883825769
0,183,0.002485180883825769
0,184,0.002485180883825769
0,185,0.002485180883825769
0,186,0.002485180883825769
0,187,0.002485180883825769
0,188,0.002485180883825769
0,189,0.002485180883825769
0,190,0.002485180883825769
0,191,0.002485180883825769
0,192,0.002485180883825769
0,193,0.002485180883825769
0,194,0.002485180883825769
0,195,0.002485180883825769
0,196,0.002485180883825769
0,197,0.002485180883825769
0,198,0.002485180883825769
0,199,0.002485180883825769
0,200,0.002485180883825769
0,201,0.002485180883825769
0,202,0.002485180883825769
0,203,0.002485180883825769
0,204,0.002485180883825769
0,205,0.002485180883825769
0,206,0.002485180883825769
0,207,0.002485180883825769
0,208,0.002485180883825769
0,209,0.002485180883825769
0,210,0.002485180883825769
0,211,0.002485180883825769
0,212,0.002485180883825769
0,213,0.002485180883825769
0,214,0.002485180883825769
0,215,0.002485180883825769
0,216,0.002485180883825769
0,217,0.002485180883825769
0,218,0.002485180883825769
0,219,0.002485180883825769
0,220,0.002485180883825769
0,221,0.002485180883825769
0,222,0.002485180883825769
0,223,0.002485180883825769
0,224,0.002485180883825769
0,225,0.002485180883825769
0,226,0.002485180883825769
0,227,0.002485180883825769
0,228,0.002485180883825769
0,229,0.002485180883825769
0,230,0.002485180883825769
0,231,0.002485180883825769
0,232,0.002485180883825769
0,233,0.002485180883825769
0,234,0.002485180883825769
0,235,0.002485180883825769
0,236,0.002485180883825769
0,237,0.002485180883825769
0,238,0.002485180883825769
0,239,0.002485180883825769
0,240,0.002485180883825769
0,241,0.002485180883825769
0,242,0.002485180883825769
0,243,0.002485180883825769
0,244,0.002485180883825769
0,245,0.002485180883825769
0,246,0.002485180883825769
0,247,0.002485180883825769
0,248,0.002485180883825769
0,249,0.002485180883825769
0,250,0.002485180883825769
0,251,0.002485180883825769
0,252,0.002485180883825769
0,253,0.002485180883825769
0,254,0.002485180883825769
0,255,0.002485180883825769
0,256,0.002485180883825769
0,257,0.002485180883825769
0,258,0.002485180883825769
0,259,0.002485180883825769
0,260,0.002485180883825769
0,261,0.002485180883825769
0,262,0.002485180883825769
0,263,0.002485180883825769
0,264,0.002485180883825769
0,265,0.002485180883825769
0,266,0.002485180883825769
0,267,0.002485180883825769
0,268,0.002485180883825769
0,269,0.002485180883825769
0,270,0.002485180883825769
0,271,0.002485180883825769
0,272,0.002485180883825769
0,273,0.002485180883825769
0,274,0.002485180883825769
0,275,0.002485180883825769
0,276,0.002485180883825769
0,277,0.002485180883825769
0,278,0.002485180883825769
0,279,0.002485180883825769
0,280,0.002485180883825769
0,281,0.002485180883825769
0,282,0.002485180883825769
0,283,0.002485180883825769
0,284,0.002485180883825769
0,285,0.002485180883825769
0,286,0.002485180883825769
0,287,0.002485180883825769
0,288,0.002485180883825769
0,289,0.002485180883825769
0,290,0.002485180883825769
0,291,0.002485180883825769
0,292,0.002485180883825769
0,293,0.002485180883825769
0,294,0.002485180883825769
0,295,0.002485180883825769
0,296,0.002485180883825769
0,297,0.002485180883825769
0,298,0.002485180883825769
0,299,0.002485180883825769
0,300,0.002485180883825769
0,301,0.002485180883825769
0,302,0.002485180883825769
0,303,0.002485180883825769
0,304,0.002485180883825769
0,305,0.002485180883825769
0,306,0.002485180883825769
0,307,0.002485180883825769
0,308,0.002485180883825769
0,309,0.002485180883825769
0,310,0.002485180883825769
